pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,11,0,44,0,,,,,270.61862649999966,271.611604042002,271.611604042002,271.611604042002,271.611604042002,271.611604042002,272.610706792002,272.610706792002,x,1,0.3923075000020617,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,11,1,45,1,,,,,273.01065579200076,274.00506000000314,274.00506000000314,274.00506000000314,274.00506000000314,274.00506000000314,275.0024718340028,275.0024718340028,v,1,0.4668977920009638,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,11,2,46,2,,,,,275.47715616700225,276.4717165840011,276.4717165840011,276.4717165840011,276.4717165840011,276.4717165840011,277.4690151670002,277.4690151670002,c,1,0.5585103749981499,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,11,3,47,3,,,,,278.0348334590017,279.02250000000276,279.02250000000276,279.02250000000276,279.02250000000276,279.03127520900307,280.02748183400035,280.02748183400035,z,1,0.4182517499975802,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,12,0,48,0,,,,,280.45283612500134,281.44619525000235,281.44619525000235,281.44619525000235,281.44619525000235,281.4613706670025,282.4433600420016,282.4433600420016,x,1,0.6270797079996555,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,12,1,49,1,,,,,283.0770888340012,284.0721271670009,284.0721271670009,284.0721271670009,284.0721271670009,284.0721271670009,285.069115125003,285.069115125003,v,1,1.0672156670007098,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,12,2,50,2,,,,,286.14323074999993,287.1383276250017,287.1383276250017,287.1383276250017,287.1383276250017,287.1383276250017,288.1362718750024,288.1362718750024,c,1,0.6430210830003489,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,12,3,51,3,,,,,288.7859859170021,289.7799562500004,289.7799562500004,289.7799562500004,289.7799562500004,289.7799562500004,290.77697100000296,290.77697100000296,z,1,0.6356696250004461,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,13,0,52,0,,,,,291.41954675000306,292.4134031249996,292.4134031249996,292.4134031249996,292.4134031249996,292.428275125003,293.41082862500116,293.41082862500116,x,1,0.4998396250011865,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,13,1,53,1,,,,,293.91769616700185,294.9057699170007,294.9057699170007,294.9057699170007,294.9057699170007,294.91481395899973,295.9027522920005,295.9027522920005,v,1,0.6263749999998254,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,13,2,54,2,,,,,296.53510904200084,297.5280424170014,297.5280424170014,297.5280424170014,297.5280424170014,297.5280424170014,298.52673820900236,298.52673820900236,c,1,0.5607571250002366,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,13,3,55,3,,,,,299.09407312500116,300.0888741250019,300.0888741250019,300.0888741250019,300.0888741250019,300.0888741250019,301.0860918340004,301.0860918340004,z,1,0.6751899170012621,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,14,0,56,0,,,,,301.76856254200175,302.75589341700106,302.75589341700106,302.75589341700106,302.75589341700106,302.76467020900236,303.7530462499999,303.7530462499999,x,1,0.6505329589999747,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,14,1,57,1,,,,,304.4111628749997,305.4057045840018,305.4057045840018,305.4057045840018,305.4057045840018,305.4057045840018,306.40288975000294,306.40288975000294,v,1,0.8666366249999555,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,14,2,58,2,,,,,307.27785575000235,308.2715820420017,308.2715820420017,308.2715820420017,308.2715820420017,308.2715820420017,309.26972270900296,309.26972270900296,x,0,0.7670526250003604,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,14,3,59,3,,,,,310.0447495840017,311.03876624999975,311.03876624999975,311.03876624999975,311.03876624999975,311.03876624999975,312.0363539589998,312.0363539589998,z,1,0.7583054580027238,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,15,0,60,0,,,,,312.80188141700273,313.7904904999996,313.7904904999996,313.7904904999996,313.7904904999996,313.7994373750007,314.78745079200235,314.78745079200235,x,1,0.5166621669995948,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,15,1,61,1,,,,,315.3107126249997,316.30604462500196,316.30604462500196,316.30604462500196,316.30604462500196,316.30604462500196,317.30347895900195,317.30347895900195,v,1,0.7247213339978771,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,15,2,62,2,,,,,318.03535399999964,319.02328300000227,319.02328300000227,319.02328300000227,319.02328300000227,319.0319675000028,320.0271945000022,320.0271945000022,c,1,0.5594965829986904,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,15,3,63,3,,,,,320.5945734590023,321.58862833400053,321.58862833400053,321.58862833400053,321.58862833400053,321.58862833400053,322.5865025000021,322.5865025000021,z,1,0.4516073749982752,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,16,0,64,0,,,,,323.04443245900256,324.0387878340007,324.0387878340007,324.0387878340007,324.0387878340007,324.0387878340007,325.0365625000013,325.0365625000013,x,1,0.3176565419998951,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,16,1,65,1,,,,,325.36097687500296,326.3558355839996,326.3558355839996,326.3558355839996,326.3558355839996,326.3558355839996,327.3532668750013,327.3532668750013,v,1,0.600323082999239,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,16,2,66,2,,,,,327.9616527500002,328.95591945900014,328.95591945900014,328.95591945900014,328.95591945900014,328.95591945900014,329.953583292001,329.953583292001,c,1,0.6339882909996959,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,16,3,67,3,,,,,330.5941744590018,331.5905310840026,331.5905310840026,331.5905310840026,331.5905310840026,331.5905310840026,332.5869962500001,332.5869962500001,z,1,0.5761791249969974,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,17,0,68,0,,,,,333.16960791699967,334.1624072500017,334.1624072500017,334.1624072500017,334.1624072500017,334.1719741250017,335.1617012500028,335.1617012500028,x,1,0.525367374997586,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,17,1,69,1,,,,,335.69506220900075,336.68955595900115,336.68955595900115,336.68955595900115,336.68955595900115,336.68955595900115,337.68714720900243,337.68714720900243,v,1,0.6497660829991219,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,17,2,70,2,,,,,338.3448378339999,339.34046879200105,339.34046879200105,339.34046879200105,339.34046879200105,339.34046879200105,340.33748087500135,340.33748087500135,c,1,0.6164702089990897,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,17,3,71,3,,,,,340.96176104200276,341.9562665420017,341.9562665420017,341.9562665420017,341.9562665420017,341.9562665420017,342.953432125003,342.953432125003,z,1,0.6342532079979719,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,18,0,72,0,,,,,343.5940798750016,344.58962783400057,344.58962783400057,344.58962783400057,344.58962783400057,344.58962783400057,345.58688050000274,345.58688050000274,x,1,0.5181379160021606,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,18,1,73,1,,,,,346.11158479200094,347.1064025420019,347.1064025420019,347.1064025420019,347.1064025420019,347.1064025420019,348.1036233340019,348.1036233340019,v,1,0.5502431249988149,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,18,2,74,2,,,,,348.6619295420023,349.65625670900044,349.65625670900044,349.65625670900044,349.65625670900044,349.65625670900044,350.6536245000025,350.6536245000025,c,1,0.5841529170029389,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,18,3,75,3,,,,,351.24426716699963,352.239134792002,352.239134792002,352.239134792002,352.239134792002,352.239134792002,353.2372949590026,353.2372949590026,z,1,0.43415654199998244,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,19,0,76,0,,,,,353.6784491670005,354.67341783400116,354.67341783400116,354.67341783400116,354.67341783400116,354.67341783400116,355.67036920900136,355.67036920900136,x,1,0.4099798750030459,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,19,1,77,1,,,,,356.0873040000006,357.0809196670016,357.0809196670016,357.0809196670016,357.0809196670016,357.0809196670016,358.07787329200073,358.07787329200073,v,1,0.5176214579987573,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,19,2,78,2,,,,,358.603012167001,359.59177162500055,359.59177162500055,359.59177162500055,359.59177162500055,359.60117008400266,360.5946401250003,360.5946401250003,c,1,0.543232749998424,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,19,3,79,3,,,,,361.14455754200026,362.14005441700283,362.14005441700283,362.14005441700283,362.14005441700283,362.14005441700283,363.1370759590027,363.1370759590027,z,1,0.3932652080002299,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,20,0,80,0,,,,,363.5370657090025,364.54564408400256,364.54564408400256,364.54564408400256,364.54564408400256,364.54564408400256,365.5289177090017,365.5289177090017,x,1,0.3330962500003807,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,20,1,81,1,,,,,365.8689678340015,366.8568301250016,366.8568301250016,366.8568301250016,366.8568301250016,366.86555933400086,367.85499166700174,367.85499166700174,v,1,0.5326418330005254,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,20,2,82,2,,,,,368.3953370840027,369.3898437090029,369.3898437090029,369.3898437090029,369.3898437090029,369.3898437090029,370.3875472920008,370.3875472920008,c,1,0.4998053750023246,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,20,3,83,3,,,,,370.89537679200293,371.88991241700205,371.88991241700205,371.88991241700205,371.88991241700205,371.88991241700205,372.8872813750022,372.8872813750022,z,1,0.3919749589986168,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,21,0,84,0,,,,,373.28649962500276,374.2746912090006,374.2746912090006,374.2746912090006,374.2746912090006,374.2840649589998,375.2780305840024,375.2780305840024,x,1,0.4271249999983411,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,21,1,85,1,,,,,375.7118646670024,376.70624041700285,376.70624041700285,376.70624041700285,376.70624041700285,376.70624041700285,377.70432845899995,377.70432845899995,v,1,0.500157708000188,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,21,2,86,2,,,,,378.2121450000013,379.20677558399984,379.20677558399984,379.20677558399984,379.20677558399984,379.20677558399984,380.2043016250027,380.2043016250027,c,1,0.5429065829994215,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,21,3,87,3,,,,,380.7540629169998,381.7460067920001,381.7460067920001,381.7460067920001,381.7460067920001,381.75563624999995,382.74574291700264,382.74574291700264,z,1,0.39247029200123507,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,22,0,88,0,,,,,383.1456350840017,384.13966512499974,384.13966512499974,384.13966512499974,384.13966512499974,384.13966512499974,385.137848792001,385.137848792001,x,1,0.3095604589980212,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,22,1,89,1,,,,,385.4542155420022,386.44677912500265,386.44677912500265,386.44677912500265,386.44677912500265,386.45641966699986,387.4448679590023,387.4448679590023,v,1,0.4352937919975375,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,22,2,90,2,,,,,387.8868944170026,388.87996116700015,388.87996116700015,388.87996116700015,388.87996116700015,388.87996116700015,389.8783825000028,389.8783825000028,c,1,0.5352325839994592,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,22,3,91,3,,,,,390.4202924170022,391.4293982920026,391.4293982920026,391.4293982920026,391.4293982920026,391.4464907500005,392.4117786250026,392.4117786250026,z,1,0.3761551249990589,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,23,0,92,0,,,,,392.795988959002,393.79013512500023,393.79013512500023,393.79013512500023,393.79013512500023,393.79013512500023,394.78768929200305,394.78768929200305,x,1,0.4174617499993474,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,23,1,93,1,,,,,395.21195550000266,396.2065157090001,396.2065157090001,396.2065157090001,396.2065157090001,396.2065157090001,397.2043510420008,397.2043510420008,v,1,0.6749089580007421,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,23,2,94,2,,,,,397.88612862500304,398.8742080000011,398.8742080000011,398.8742080000011,398.8742080000011,398.8829563340005,399.87111358400216,399.87111358400216,c,1,0.5002231250000477,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,23,3,95,3,,,,,400.379543250001,401.3734515840006,401.3734515840006,401.3734515840006,401.3734515840006,401.3734515840006,402.3715955840016,402.3715955840016,z,1,0.45064587500019115,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,24,0,96,0,,,,,402.82859550000285,403.8234747500028,403.8234747500028,403.8234747500028,403.8234747500028,403.8234747500028,404.8215537920005,404.8215537920005,x,1,0.4243898339991574,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,24,1,97,1,,,,,405.25307620900276,406.24146545900294,406.24146545900294,406.24146545900294,406.24146545900294,406.25020462500106,407.2378347920021,407.2378347920021,v,1,0.517519999997603,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,24,2,98,2,,,,,407.76234058400223,408.75733645900254,408.75733645900254,408.75733645900254,408.75733645900254,408.75733645900254,409.75483499999973,409.75483499999973,c,1,0.5678519159991993,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,24,3,99,3,,,,,410.32897454200065,411.32361429199955,411.32361429199955,411.32361429199955,411.32361429199955,411.32361429199955,412.3212069170004,412.3212069170004,z,1,0.5004999170014344,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,25,0,100,0,,,,,412.82868441699975,413.82405966700026,413.82405966700026,413.82405966700026,413.82405966700026,413.82405966700026,414.82131066700094,414.82131066700094,x,1,0.4003381670008821,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,25,1,101,1,,,,,415.2294876670021,416.2233350839997,416.2233350839997,416.2233350839997,416.2233350839997,416.2233350839997,417.22130087500045,417.22130087500045,v,1,0.5510071659991809,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,25,2,102,2,,,,,417.7796715000004,418.7739829170023,418.7739829170023,418.7739829170023,418.7739829170023,418.7739829170023,419.7721542500003,419.7721542500003,c,1,0.8999620840004354,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,25,3,103,3,,,,,420.67864691700015,421.6733444590027,421.6733444590027,421.6733444590027,421.6733444590027,421.6733444590027,422.67156216700096,422.67156216700096,z,1,0.45919129199683084,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,26,0,104,0,,,,,423.13638820900087,424.12991558400245,424.12991558400245,424.12991558400245,424.12991558400245,424.12991558400245,425.1297980420022,425.1297980420022,x,1,0.4017048329988029,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,26,1,105,1,,,,,425.5382652920016,426.53173591700033,426.53173591700033,426.53173591700033,426.53173591700033,426.5471113750027,427.5288228339996,427.5288228339996,v,1,0.5938967920010327,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,26,2,106,2,,,,,428.1291008340013,429.1246979999996,429.1246979999996,429.1246979999996,429.1246979999996,429.1246979999996,430.12203729199973,430.12203729199973,c,1,0.5241270830010762,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,26,3,107,3,,,,,430.6534034590004,431.64158487500026,431.64158487500026,431.64158487500026,431.64158487500026,431.65044020900314,432.63823779200175,432.63823779200175,z,1,0.4834868340003595,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,27,0,108,0,,,,,433.1299745420001,434.1235938339996,434.1235938339996,434.1235938339996,434.1235938339996,434.1235938339996,435.12166283400074,435.12166283400074,x,1,0.38485087499793735,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,27,1,109,1,,,,,435.5128151250028,436.5071903750031,436.5071903750031,436.5071903750031,436.5071903750031,436.5071903750031,437.50508875000014,437.50508875000014,v,1,0.4913973750008154,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,27,2,110,2,,,,,438.003528250003,438.99206991699975,438.99206991699975,438.99206991699975,438.99206991699975,439.0008329170014,439.98846950000006,439.98846950000006,c,1,0.524771458000032,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,27,3,111,3,,,,,440.52060483400055,441.5086250420027,441.5086250420027,441.5086250420027,441.5086250420027,441.51739629200165,442.5051213750012,442.5051213750012,z,1,0.3765218750013446,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,28,0,112,0,,,,,442.88842745900183,443.88271975000316,443.88271975000316,443.88271975000316,443.88271975000316,443.8973303340026,444.87951650000105,444.87951650000105,x,1,0.42629858299915213,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,28,1,113,1,,,,,445.3127212920008,446.30788079200283,446.30788079200283,446.30788079200283,446.30788079200283,446.30788079200283,447.305791625,447.305791625,v,1,0.6004678339995735,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,28,2,114,2,,,,,447.91305600000123,448.9088228340006,448.9088228340006,448.9088228340006,448.9088228340006,448.9088228340006,449.9052168750022,449.9052168750022,c,1,0.8675135420016886,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,28,3,115,3,,,,,450.77941154200016,451.77448491700125,451.77448491700125,451.77448491700125,451.77448491700125,451.77448491700125,452.7722229170031,452.7722229170031,z,1,0.7337059999990743,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,29,0,116,0,,,,,453.51257883400103,454.50800804200117,454.50800804200117,454.50800804200117,454.50800804200117,454.50800804200117,455.505266209002,455.505266209002,x,1,0.3841681249978137,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,29,1,117,1,,,,,455.8960701249998,456.8912157090017,456.8912157090017,456.8912157090017,456.8912157090017,456.8912157090017,457.8888716250003,457.8888716250003,v,1,0.5175776249998307,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,29,2,118,2,,,,,458.41339929199967,459.4071726250004,459.4071726250004,459.4071726250004,459.4071726250004,459.4071726250004,460.406150625,460.406150625,c,1,0.5657539160019951,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,29,3,119,3,,,,,460.9801263750014,461.97475520900116,461.97475520900116,461.97475520900116,461.97475520900116,461.97475520900116,462.9721816670026,462.9721816670026,z,1,0.5168557919969317,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,30,0,120,0,,,,,463.49711058400135,464.49113879200013,464.49113879200013,464.49113879200013,464.49113879200013,464.49113879200013,465.4886424590004,465.4886424590004,x,1,0.7100974589993712,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,30,1,121,1,,,,,466.20533612500003,467.19780545899994,467.19780545899994,467.19780545899994,467.19780545899994,467.2074729170017,468.19646033400204,468.19646033400204,v,1,0.5602498340012971,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,30,2,122,2,,,,,468.763625167001,469.75814995900146,469.75814995900146,469.75814995900146,469.75814995900146,469.75814995900146,470.7557145000028,470.7557145000028,c,1,0.9171213329973398,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,30,3,123,3,,,,,471.68046037500244,472.67500283400295,472.67500283400295,472.67500283400295,472.67500283400295,472.67500283400295,473.67279141700055,473.67279141700055,z,1,0.5759992500024964,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,31,0,124,0,,,,,474.2553942500017,475.2473348750027,475.2473348750027,475.2473348750027,475.2473348750027,475.2473348750027,476.247283167002,476.247283167002,x,1,0.5765216670006339,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,31,1,125,1,,,,,476.82991562499956,477.82496545899994,477.82496545899994,477.82496545899994,477.82496545899994,477.82496545899994,478.8223617500007,478.8223617500007,v,1,0.51661937499739,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,31,2,126,2,,,,,479.3472275840031,480.3415851250029,480.3415851250029,480.3415851250029,480.3415851250029,480.3415851250029,481.3389647090007,481.3389647090007,c,1,0.4599392080017424,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,31,3,127,3,,,,,481.8051376250005,482.79787666700213,482.79787666700213,482.79787666700213,482.79787666700213,482.79787666700213,483.7969361249998,483.7969361249998,z,1,0.8928169579994574,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,32,0,128,0,,,,,484.69659758400303,485.6931586669998,485.6931586669998,485.6931586669998,485.6931586669998,485.6931586669998,486.68903325000065,486.68903325000065,c,0,1.2933033750014147,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,32,1,129,1,,,,,487.9883695839999,488.9805087500026,488.9805087500026,488.9805087500026,488.9805087500026,488.9805087500026,489.9798034170017,489.9798034170017,v,1,1.0102102080018085,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,32,2,130,2,,,,,490.996565292,491.99191300000166,491.99191300000166,491.99191300000166,491.99191300000166,491.99191300000166,492.9892878339997,492.9892878339997,x,0,0.7924682080010825,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,32,3,131,3,,,,,493.78981591699994,494.7976902090013,494.7976902090013,494.7976902090013,494.7976902090013,494.814786875002,495.77995054200073,495.77995054200073,z,1,0.737850041998172,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,33,0,132,0,,,,,496.5310515420024,497.51549345900276,497.51549345900276,497.51549345900276,497.51549345900276,497.52486695900006,498.5134472919999,498.5134472919999,x,1,1.1766257910021523,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,33,1,133,1,,,,,499.69691091700224,500.69146958400233,500.69146958400233,500.69146958400233,500.69146958400233,500.69146958400233,501.68959629200253,501.68959629200253,v,1,0.7508672500007378,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,33,2,134,2,,,,,502.44684166700245,503.44135391700183,503.44135391700183,503.44135391700183,503.44135391700183,503.44135391700183,504.43945745900055,504.43945745900055,c,1,1.3005043749981269,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,33,3,135,3,,,,,505.74681862500074,506.74169579200316,506.74169579200316,506.74169579200316,506.74169579200316,506.74169579200316,507.7393381670008,507.7393381670008,z,1,0.8346587090018147,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,34,0,136,0,,,,,508.5805434590002,509.5747703750021,509.5747703750021,509.5747703750021,509.5747703750021,509.5747703750021,510.57277083400186,510.57277083400186,x,1,0.634570584003086,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,34,1,137,1,,,,,511.213569042,512.2088390420031,512.2088390420031,512.2088390420031,512.2088390420031,512.2088390420031,513.2064130840008,513.2064130840008,v,1,0.6672142080024059,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,34,2,138,2,,,,,513.8804216669996,514.8753067500002,514.8753067500002,514.8753067500002,514.8753067500002,514.8753067500002,515.8729051250011,515.8729051250011,c,1,0.5840330829996674,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,34,3,139,3,,,,,516.4644259170018,517.4581173340011,517.4581173340011,517.4581173340011,517.4581173340011,517.4581173340011,518.456185959003,518.456185959003,z,1,0.8586982499982696,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,35,0,140,0,,,,,519.3224265839999,520.3099964590001,520.3099964590001,520.3099964590001,520.3099964590001,520.3192999590028,521.3142676670032,521.3142676670032,x,1,0.492550790997484,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,35,1,141,1,,,,,521.8137074590013,522.8090015420021,522.8090015420021,522.8090015420021,522.8090015420021,522.8090015420021,523.8063872920029,523.8063872920029,v,1,0.5669699999998556,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,35,2,142,2,,,,,524.3813384170026,525.375164709003,525.375164709003,525.375164709003,525.375164709003,525.375164709003,526.3729729590013,526.3729729590013,c,1,0.6431799999991199,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,35,3,143,3,,,,,527.0224165420004,528.0144710420027,528.0144710420027,528.0144710420027,528.0144710420027,528.0144710420027,529.0139151250005,529.0139151250005,z,1,0.7024898749987187,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,36,0,144,0,,,,,529.7232306670012,530.715089209003,530.715089209003,530.715089209003,530.715089209003,530.7246927920023,531.7144795420027,531.7144795420027,x,1,0.6258425419982814,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,36,1,145,1,,,,,532.3471679169998,533.3426065420026,533.3426065420026,533.3426065420026,533.3426065420026,533.3426065420026,534.3398210000014,534.3398210000014,v,1,0.6429916669985687,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
